Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
N/A,01H6TNQK9YWEDY68ETNNT04M5H,20230803_EDM_MAA SPORTS_Converse DF_Incubate : Converse x Ader Error_EB,2023-08-03,12:00 PM,1300,0.25654853620955315,0.02157164869029276,0.0,0.0,440,333,50,28,0,2,0.0015384615384615385,EB,Converse x ADER ERROR—the New is Not New,From the Collab that Sold Out in 20 Minutes 🚨 🚨 🚨 a Distressed Take on the Chuck 70.,20230803_EDM_MAA SPORTS_Converse DF_Incubate : Converse x Ader Error_EB List,,Thursday,Email
N/A,01H6WN1KEM8D3CDPWMHBFB3SEW,20230803_EDM_MAA SPORTS_Converse DF_Incubate : Converse x Ader Error_NB,2023-08-03,12:00 PM,64179,0.7287364204554311,0.0038809831824062097,0.0008104864477314173,0.00015586277840988794,57155,46755,370,249,53,20,0.00031162841427881394,NB,Converse x ADER ERROR—the New is Not New,From the Collab that Sold Out in 20 Minutes 🚨 🚨 🚨 a Distressed Take on the Chuck 70.,20230803_EDM_MAA SPORTS_Converse DF_Incubate : Converse x Ader Error_NB List,20230803_EDM_MAA SPORTS_Converse DF_Incubate : Converse x Ader Error_EB List,Thursday,Email
N/A,01H6R8BC6BV21DT3HG0XRSJT6N,20230802_EDM_MAA SPORTS_Converse DF_Product Highlight - August Festival Product (Women)_EB,2023-08-02,03:00 PM,1284,0.2544886807181889,0.00858704137392662,0.0,0.0,416,326,12,11,0,3,0.002336448598130841,EB,Fresh 'Fit for Festival Fun,Keep the Summer Going with These New Look. Shop Now Before They're Gone,20230802_EDM_MAA SPORTS_Converse DF_Product Highlight - August Festival Product (Women)_EB List,,Wednesday,Email
N/A,01H6THEVGE5K0YHC7E436MP1JP,20230802_EDM_MAA SPORTS_Converse DF_Product Highlight - August Festival Product (Women)_NB,2023-08-02,03:00 PM,64378,0.7271907316693881,0.0024259388850011664,0.0005131793795194775,9.330534173081409e-05,57222,46762,242,156,36,73,0.0011339277392898195,NB,Fresh 'Fit for Festival Fun,Keep the Summer Going with These New Look. Shop Now Before They're Gone,20230802_EDM_MAA SPORTS_Converse DF_Product Highlight - August Festival Product (Women)_NB List,20230802_EDM_MAA SPORTS_Converse DF_Product Highlight - August Festival Product (Women)_EB List,Wednesday,Email
N/A,01H66M34MRYPE9DXE8CENW6YTE,20230727_EDM_MAA SPORTS_Converse DF_Product Highlight - Pink Collections_EB,2023-07-27,03:00 PM,926,0.2840172786177106,0.017278617710583154,0.0,0.0010799136069114472,343,263,20,16,0,0,0.0,EB,Pretty in Pink,Embracing the Elegance of Pink Style,20230727_EDM_MAA SPORTS_Converse DF_Product Highlight - Pink Collections_EB List,,Thursday,Email
N/A,01H690JZBW28NR7VSRNTTNJQXH,20230727_EDM_MAA SPORTS_Converse DF_Product Highlight - Pink Collections_NB,2023-07-27,03:00 PM,65078,0.7355410017526058,0.0057958982873658645,0.0007840605110229684,9.224241306152569e-05,59215,47844,603,377,55,32,0.0004917176311503119,NB,Pretty in Pink,Embracing the Elegance of Pink Style,20230727_EDM_MAA SPORTS_Converse DF_Product Highlight - Pink Collections_NB List,20230727_EDM_MAA SPORTS_Converse DF_Product Highlight - Pink Collections_EB List,Thursday,Email
N/A,01H631SAQS61M49B843TZP4NPK,20230725_EDM_MAA SPORTS_Converse DF_Product Highlight - StarPlayer 76_EB,2023-07-25,04:00 PM,994,0.24748490945674045,0.01006036217303823,0.001006036217303823,0.001006036217303823,315,246,13,10,1,0,0.0,EB,Iconic Design for Your Personal Style,Pick *This* Star Player 76 While You Can,20230725_EDM_MAA SPORTS_Converse DF_Product Highlight - StarPlayer 76_EB List,,Tuesday,Email
N/A,01H65JR8SNW54VPS6630Y1KG4E,20230725_EDM_MAA SPORTS_Converse DF_Product Highlight - StarPlayer 76_NB,2023-07-25,04:00 PM,70183,0.7049035404160666,0.0022386037956454168,0.0009838449802518072,8.555173741320063e-05,61214,49437,196,157,70,50,0.0007124232363962783,NB,Iconic Design for Your Personal Style,Pick *This* Star Player 76 While You Can,20230725_EDM_MAA SPORTS_Converse DF_Product Highlight - StarPlayer 76_NB List,20230725_EDM_MAA SPORTS_Converse DF_Product Highlight - StarPlayer 76_EB List,Tuesday,Email
N/A,01H5KEB1VJ5KNBCPHNWCFNYZWW,20230718_EDM_MAA SPORTS_Converse DF_Product Highlight - July Core Product_EB,2023-07-18,06:00 PM,1337,0.2194756554307116,0.008988764044943821,0.000749063670411985,0.0,375,293,17,12,1,2,0.0014958863126402393,EB,Beat the Summer Heat,Find the Right 'Fit to Stay Cool,20230718_EDM_MAA SPORTS_Converse DF_Product Highlight - July Core Product_EB List,,Tuesday,Email
N/A,01H5M7KQP3SNE5Z1FS6WRVY7MB,20230718_EDM_MAA SPORTS_Converse DF_Product Highlight - July Core Product_NB,2023-07-18,06:00 PM,74171,0.6798590769812237,0.003226111253593942,0.0008368991536519849,0.00010798698756799806,63021,50366,345,239,63,88,0.0011864475334025428,NB,Beat the Summer Heat,Find the Right 'Fit to Stay Cool,20230718_EDM_MAA SPORTS_Converse DF_Product Highlight - July Core Product_NB List,20230718_EDM_MAA SPORTS_Converse DF_Product Highlight - July Core Product_EB List,Tuesday,Email
N/A,01H4ZD3FC2Q8VHVSRQ1JAS1EGC,20230711_EDM_MAA SPORTS_Converse DF_Incubate : Converse x ACW_EB,2023-07-11,05:00 PM,1407,0.22348754448398578,0.012811387900355872,0.0007117437722419929,0.0,411,314,24,18,1,2,0.0014214641080312722,EB,The 🆕 A-COLD-WALL* Collection Has Officially Dropped,By Legendary Fashion Designer Samuel Ross,20230711_EDM_MAA SPORTS_Converse DF_Incubate : Converse x ACW_EB List,,Tuesday,Email
N/A,01H52293ZJYCBG55Y2XBN9E29Y,20230711_EDM_MAA SPORTS_Converse DF_Incubate : Converse x ACW_NB,2023-07-11,05:00 PM,77321,0.6410791609407006,0.0031892550626183005,0.0011538361811911737,0.000194466772110872,61601,49449,318,246,94,187,0.002418489155598091,NB,The 🆕 A-COLD-WALL* Collection Has Officially Dropped,By Legendary Fashion Designer Samuel Ross,20230711_EDM_MAA SPORTS_Converse DF_Incubate : Converse x ACW_NB List,20230711_EDM_MAA SPORTS_Converse DF_Incubate : Converse x ACW_EB List,Tuesday,Email
N/A,01H4JMK0E69BFP481AJCZBHFJD,20230707_EDM_MAA SPORTS_Converse DF_Product Highlight - Grand Daddy_EB,2023-07-07,04:00 PM,1409,0.2207977207977208,0.0007122507122507123,0.0007122507122507123,0.0007122507122507123,386,310,1,1,1,5,0.0035486160397444995,EB,You Can Bring Your a-Game--Anywhere,An Easy Choice—On or Off the Court.,20230707_EDM_MAA SPORTS_Converse DF_Product Highlight - Grand Daddy_EB List,,Friday,Email
N/A,01H4N868YWJ47EWG5Y1GN6RR17,20230707_EDM_MAA SPORTS_Converse DF_Product Highlight - Grand Daddy_NB,2023-07-07,04:00 PM,76398,0.6493491186254223,0.002396605463736609,0.001086984991749391,0.00018334686607821053,61646,49583,259,183,84,40,0.0005235739155475274,NB,You Can Bring Your a-Game--Anywhere,An Easy Choice—On or Off the Court.,20230707_EDM_MAA SPORTS_Converse DF_Product Highlight - Grand Daddy_NB List,20230707_EDM_MAA SPORTS_Converse DF_Product Highlight - Grand Daddy_EB List,Friday,Email
N/A,01H4DFPYH8SEQ37EWVZPDAY9MN,20230704_EDM_MAA SPORTS_Converse DF_Product Highlight - Baby Keem Classic Chucks_EB,2023-07-04,04:00 PM,203,0.2857142857142857,0.0049261083743842365,0.0049261083743842365,0.0,70,58,1,1,1,0,0.0,EB,Baby Keem 🤝 Classic Chucks,In Case You Missed It...These are His Favorite Converse. Tap to Get a Pair of Your Own 👆 ,20230704_EDM_MAA SPORTS_Converse DF_Product Highlight - Baby Keem Classic Chucks_EB List,,Tuesday,Email
N/A,01H4FXK9Z35NXJAQ2NS1PSAJ2E,20230704_EDM_MAA SPORTS_Converse DF_Product Highlight - Baby Keem Classic Chucks_NB,2023-07-04,04:00 PM,74833,0.6551132325927516,0.001944194902186884,0.0006838202759415937,0.0001743071291615827,60585,48859,204,145,51,252,0.0033674982962062193,NB,Baby Keem 🤝 Classic Chucks,In Case You Missed It...These are His Favorite Converse. Tap to Get a Pair of Your Own 👆 ,20230704_EDM_MAA SPORTS_Converse DF_Product Highlight - Baby Keem Classic Chucks_NB List,20230704_EDM_MAA SPORTS_Converse DF_Product Highlight - Baby Keem Classic Chucks_EB List,Tuesday,Email
N/A,01H3XH9E2KPRCGZ6CBANNE1T0R,20230627_EDM_MAA SPORTS_Converse DF_Product Highlight - RSH Slip On_EB,2023-06-27,06:00 PM,1276,0.24608150470219436,0.007053291536050157,0.0,0.0007836990595611285,391,314,10,9,0,0,0.0,EB,Meet Your New Summer Staple,Shop Run Star Hike Slip Platform!,20230627_EDM_MAA SPORTS_Converse DF_Product Highlight - RSH Slip On_EB List,,Tuesday,Email
N/A,01H3XSN1JJ1KA364GSTW84B6S2,20230627_EDM_MAA SPORTS_Converse DF_Product Highlight - RSH Slip On_NB,2023-06-27,06:00 PM,113538,0.6205878530181778,0.002831572497539781,0.0008541136713890487,9.283844254228791e-05,83390,66846,446,305,95,5824,0.05129560147263471,NB,Meet Your New Summer Staple,Shop Run Star Hike Slip Platform!,20230627_EDM_MAA SPORTS_Converse DF_Product Highlight - RSH Slip On_NB List,20230627_EDM_MAA SPORTS_Converse DF_Product Highlight - RSH Slip On_EB List,Tuesday,Email
N/A,01H3BR38SJYFA12QW6SH6TRZBN,20230623_EDM_MAA SPORTS_Converse DF_Promo - Special Price 1.000.000_EB,2023-06-23,04:00 PM,1279,0.26348709929632524,0.011727912431587178,0.0007818608287724785,0.0007818608287724785,419,337,21,15,1,0,0.0,EB,"😎 ☀️Sun’s Out, Sale’s On",Special Price Only 1.000.000 on Selected Styles. 🚨Take Your Pick,20230623_EDM_MAA SPORTS_Converse DF_Promo - Special Price 1.000.000_EB List,,Friday,Email
N/A,01H3H71FTTCAMCC6YEDNPYVWC7,20230623_EDM_MAA SPORTS_Converse DF_Promo - Special Price 1.000.000_NB,2023-06-23,04:00 PM,109039,0.6398689562512654,0.0036165866048257964,0.0011319087847164707,0.00024846778201093256,86237,69532,573,393,127,373,0.0034207943946661288,NB,"😎 ☀️Sun’s Out, Sale’s On",Special Price Only 1.000.000 on Selected Styles. 🚨Take Your Pick,20230623_EDM_MAA SPORTS_Converse DF_Promo - Special Price 1.000.000_NB List,20230623_EDM_MAA SPORTS_Converse DF_Promo - Special Price 1.000.000_EB List,Friday,Email
N/A,01H31JVB668M4Y88FD28K7K2N9,20230620_EDM_MAA SPORTS_Converse DF_Promo - Back To School_EB,2023-06-20,04:00 PM,1576,0.25444162436548223,0.008248730964467006,0.0012690355329949238,0.0006345177664974619,519,401,21,13,3,0,0.0,EB,Back-to-School Styling ➡️,The Only Fun Back-to-School Shopping List.,20230620_EDM_MAA SPORTS_Converse DF_Promo - Back To School_EB List,,Tuesday,Email
N/A,01H3BF4A0FKH0VZ02SMXYE9C54,20230620_EDM_MAA SPORTS_Converse DF_Promo - Back To School_NB,2023-06-20,04:00 PM,115841,0.6241062308478039,0.003410605772060733,0.0009348868613770537,0.00016447083672374094,89788,72098,611,394,108,319,0.0027537745703162093,NB,Back-to-School Styling ➡️,The Only Fun Back-to-School Shopping List.,20230620_EDM_MAA SPORTS_Converse DF_Promo - Back To School_NB List,20230620_EDM_MAA SPORTS_Converse DF_Promo - Back To School_EB List,Tuesday,Email
N/A,01H2FFQ0DV8GXVMM85ZVHP2S3G,20230615_EDM_MAA SPORTS_Converse DF_Product Highlight - Converse Lift_EB,2023-06-15,05:00 PM,1643,0.24491180461329715,0.0027137042062415195,0.0020352781546811396,0.0,479,361,6,4,3,169,0.10286062081558126,EB,Pick *this* Platform While You Can 😬,"Styling is Easy with the Chuck Taylor All Star Lift. Don’t Miss Out, Shop Now! ",20230615_EDM_MAA SPORTS_Converse DF_Product Highlight - Converse Lift_EB List,,Thursday,Email
N/A,01H2W92YP5EXF1FK48H0382DCB,20230615_EDM_MAA SPORTS_Converse DF_Product Highlight - Converse Lift_NB,2023-06-15,05:00 PM,130395,0.6043456201098422,0.002243130413109851,0.0007299075153770151,0.00013351966744701494,84727,67894,361,252,86,18052,0.1384408911384639,NB,Pick *this* Platform While You Can 😬,"Styling is Easy with the Chuck Taylor All Star Lift. Don’t Miss Out, Shop Now! ",20230615_EDM_MAA SPORTS_Converse DF_Product Highlight - Converse Lift_NB List,20230615_EDM_MAA SPORTS_Converse DF_Product Highlight - Converse Lift_EB List,Thursday,Email
N/A,01H2FDHSY3QRAKAJ13W2YHTGCR,20230613_EDM_MAA SPORTS_Converse DF_Product Highlight - Summer Style_EB,2023-06-13,02:00 PM,1754,0.22610188895248998,0.006296508299942759,0.0017172295363480253,0.0,512,395,19,11,3,7,0.003990877993158495,EB,We’ve Got Your Summer Style Inspo Right Here ➡️,Our Favorite Ways to Pair Slip-Ons and Low-Tops Scroll Down to See More Looks You’ll Love,20230613_EDM_MAA SPORTS_Converse DF_Product Highlight - Summer Style_EB List,,Tuesday,Email
N/A,01H2QK4T6JD7HXNVFRCNXN4CNE,20230613_EDM_MAA SPORTS_Converse DF_Product Highlight - Summer Style_NB,2023-06-13,02:00 PM,116100,0.5962861191759989,0.0020824692382137426,0.00048389326697082815,0.0001901009263099682,86451,69007,396,241,58,372,0.0032041343669250645,NB,We’ve Got Your Summer Style Inspo Right Here ➡️,Our Favorite Ways to Pair Slip-Ons and Low-Tops Scroll Down to See More Looks You’ll Love,20230613_EDM_MAA SPORTS_Converse DF_Product Highlight - Summer Style_NB List,20230613_EDM_MAA SPORTS_Converse DF_Product Highlight - Summer Style_EB List,Tuesday,Email
N/A,01H2D5ZJ3TKBR4EDBVZ4YRXH85,20230609_EDM_MAA SPORTS_Converse DF_Product Highlight - AS 1 Pro - Skate_EB,2023-06-09,04:00 PM,1758,0.23475783475783477,0.007407407407407408,0.0005698005698005698,0.0,555,412,16,13,1,3,0.0017064846416382253,EB,Now Available in Suede—Alexis Sablone’s AS-1 Pro,Get It While You Can Shop the Pro Skateboarder’s Debut Signature Shoe,20230609_EDM_MAA SPORTS_Converse DF_Product Highlight - AS 1 Pro - Skate_EB List,,Friday,Email
N/A,01H2F78MB6VM771PEJKFXTS06H,20230609_EDM_MAA SPORTS_Converse DF_Product Highlight - AS 1 Pro - Skate_NB,2023-06-09,04:00 PM,99284,0.6424721189591078,0.0020549359768690626,0.0007228418009087154,0.00013424204874019,77544,62217,317,199,73,2444,0.024616252366947342,NB,Now Available in Suede—Alexis Sablone’s AS-1 Pro,Get It While You Can Shop the Pro Skateboarder’s Debut Signature Shoe,20230609_EDM_MAA SPORTS_Converse DF_Product Highlight - AS 1 Pro - Skate_NB List,20230609_EDM_MAA SPORTS_Converse DF_Product Highlight - AS 1 Pro - Skate_EB List,Friday,Email
N/A,01H25N1WHQ4KZK343K63R6D7JZ,20230606_EDM_MAA SPORTS_Converse DF_Product Highlight - Styled on Social_EB,2023-06-06,02:00 PM,2037,0.2606984751598623,0.008362026561731432,0.002459419576979833,0.0,684,530,21,17,5,4,0.0019636720667648502,EB,Seen on Social: Must-Have Platform Picks,"See How They’re Styling Our Latest Looks. Perfect for Carefree, Sunny Days. ",20230606_EDM_MAA SPORTS_Converse DF_Product Highlight - Styled on Social_EB List,,Tuesday,Email
N/A,01H27AWH71NWJ33ABMEVYQSQPR,20230606_EDM_MAA SPORTS_Converse DF_Product Highlight - Styled on Social_NB,2023-06-06,02:00 PM,129054,0.5988845389013174,0.003099366144668158,0.0005515162813820532,0.00013982102908277405,96124,77098,575,399,72,318,0.0024640848017109117,NB,Seen on Social: Must-Have Platform Picks,"See How They’re Styling Our Latest Looks. Perfect for Carefree, Sunny Days. ",20230606_EDM_MAA SPORTS_Converse DF_Product Highlight - Styled on Social_NB List,20230606_EDM_MAA SPORTS_Converse DF_Product Highlight - Styled on Social_EB List,Tuesday,Email
N/A,01H18D37FKCFM54KG9H27HSBDH,20230530_EDM_MAA SPORTS_Converse DF_Converse Limited Editions_EB,2023-05-30,03:00 PM,1468,0.2937968643490116,0.03135650988411725,0.0006816632583503749,0.0,570,431,84,46,1,1,0.0006811989100817438,EB,Converse Limited Edition & Exclusive Collaborations,Shop All the Latest Collaborations and Limited Edition Products.,20230530_EDM_MAA SPORTS_Converse DF_Converse Limited Editions_EB List,,Tuesday,Email
N/A,01H1NQSJRQYT63BNMQ01C22C8X,20230530_EDM_MAA SPORTS_Converse DF_Converse Limited Editions_NB,2023-05-30,03:00 PM,97967,0.6854803259080546,0.00495813696725585,0.0007156073973358959,9.200666537175804e-05,84308,67053,805,485,74,148,0.0015107127910418815,NB,Converse Limited Edition & Exclusive Collaborations,Shop All the Latest Collaborations and Limited Edition Products.,20230530_EDM_MAA SPORTS_Converse DF_Converse Limited Editions_NB List,20230530_EDM_MAA SPORTS_Converse DF_Converse Limited Editions_EB List,Tuesday,Email
N/A,01H18ASYZK6EDW61DCREDYSZ5B,20230526_EDM_MAA SPORTS_Converse DF_Promo - Buy 1 Get 1 - Disc.50% 2nd Items_EB,2023-05-26,05:30 PM,1483,0.26180836707152494,0.02564102564102564,0.0006747638326585695,0.0,481,388,48,38,1,1,0.0006743088334457181,EB,And the Sale Starts Now ➡️,Buy 1 Get 1🚨Take Your Pick and Get 50% on 2nd Item. ,20230526_EDM_MAA SPORTS_Converse DF_Promo - Buy 1 Get 1 - Disc.50% 2nd Items_EB List,,Friday,Email
N/A,01H18J368PNZEP0VM5F2Y2NVWC,20230526_EDM_MAA SPORTS_Converse DF_Promo - Buy 1 Get 1 - Disc.50% 2nd Items_NB,2023-05-26,05:30 PM,99702,0.6461541620467331,0.004845796887191491,0.0008418545439612336,8.213215063036425e-05,78475,62938,684,472,88,2298,0.023048685081542997,NB,And the Sale Starts Now ➡️,Buy 1 Get 1🚨Take Your Pick and Get 50% on 2nd Item. ,20230526_EDM_MAA SPORTS_Converse DF_Promo - Buy 1 Get 1 - Disc.50% 2nd Items_NB List,20230526_EDM_MAA SPORTS_Converse DF_Promo - Buy 1 Get 1 - Disc.50% 2nd Items_EB List,Friday,Email
N/A,01H04Y9MV7TYT1CAK4M69QMF0S,20230524_EDM_MAA SPORTS_Converse DF_Product Highlight - Keep on Point_EB,2023-05-24,04:00 PM,1559,0.2637997432605905,0.008985879332477536,0.0,0.0,534,411,18,14,0,1,0.0006414368184733803,EB,For Those Who Think Comfort-First ➡️ the Chuck 70,"More Comfortable, yet SO Classic + Design Your Own One-of-a-Kind Icon. ",20230524_EDM_MAA SPORTS_Converse DF_Product Highlight - Keep on Point_EB List,,Wednesday,Email
N/A,01H140D8BNAHJB5MFGBDN3SM8J,20230524_EDM_MAA SPORTS_Converse DF_Product Highlight - Keep on Point_NB,2023-05-24,04:00 PM,104217,0.6400242407918658,0.002751137489538944,0.000500206816279808,4.809680925767385e-05,83514,66535,392,286,52,260,0.002494794515290212,NB,For Those Who Think Comfort-First ➡️ the Chuck 70,"More Comfortable, yet SO Classic + Design Your Own One-of-a-Kind Icon. ",20230524_EDM_MAA SPORTS_Converse DF_Product Highlight - Keep on Point_NB List,20230524_EDM_MAA SPORTS_Converse DF_Product Highlight - Keep on Point_EB List,Wednesday,Email
N/A,01H114BVPK9RJ8646AE3H64JBX,20230522_EDM_MAA SPORTS_Converse DF_Product Highlight - AS 1 Pro - Skate_EB,2023-05-22,05:30 PM,1476,0.2631220177232447,0.0081799591002045,0.0006816632583503749,0.0,514,386,13,12,1,9,0.006097560975609756,EB,It’s Here 🛹⚡️ the AS-1 Pro from Alexis Sablone,Meticulously Designed To Be Methodically Destroyed. By the Pro Skateboarder and CONS Team Rider.,20230522_EDM_MAA SPORTS_Converse DF_Product Highlight - AS 1 Pro - Skate_EB List,,Monday,Email
N/A,01H1169QWEGXVW5Q8SB0SWRN3M,20230522_EDM_MAA SPORTS_Converse DF_Product Highlight - AS 1 Pro - Skate_NB,2023-05-22,05:30 PM,104869,0.6367523002467624,0.002075482525776154,0.00054517282935134,3.825774241062035e-05,83721,66575,329,217,60,315,0.0030037475326359555,NB,It’s Here 🛹⚡️ the AS-1 Pro from Alexis Sablone,Meticulously Designed To Be Methodically Destroyed. By the Pro Skateboarder and CONS Team Rider.,20230522_EDM_MAA SPORTS_Converse DF_Product Highlight - AS 1 Pro - Skate_NB List,20230522_EDM_MAA SPORTS_Converse DF_Product Highlight - AS 1 Pro - Skate_EB List,Monday,Email
N/A,01H0MHKPXD3RHSPEX4FV7EXYYT,20230518_EDM_MAA SPORTS_Converse DF_Birthday Treats Rp200k Voucher_EB,2023-05-18,01:00 PM,188,0.2553191489361702,0.02127659574468085,0.0,0.0,65,48,5,4,0,0,0.0,EB,We ❤ Birthdays! Celebrate with Converse,Celebrate Your Special Day with Converse,20230518_EDM_MAA SPORTS_Converse DF_Birthday Treats Rp200k Voucher_EB_WITH VOUCHER,,Thursday,Email
N/A,01H0KWR7KC87RHZYWM5FMCJQ1J,20230518_EDM_MAA SPORTS_Converse DF_Birthday Treats Rp200k Voucher_Testing_EB,2023-05-17,04:37 PM,11,0.6363636363636364,0.18181818181818182,0.0,0.0,18,7,4,2,0,0,0.0,EB,We ❤ Birthdays! Celebrate with Converse,Celebrate Your Special Day with Converse,testing voucher (MAA+Kenna),,Wednesday,Email
N/A,01H02YE7GHPPG3EYG9MKZC8VW4,20230517_EDM_MAA SPORTS_Converse DF_Incubate : Converse x DRKSHDW_EB,2023-05-17,02:30 PM,1565,0.28324808184143224,0.014066496163682864,0.0019181585677749361,0.0,623,443,25,22,3,1,0.0006389776357827476,EB,Converse x DRKSHDW,"The New, Laceless Chuck 70 from Rick Owens is Here. Shop the TURBODRK Now.",20230517_EDM_MAA SPORTS_Converse DF_Incubate : Converse x DRKSHDW_EB List,,Wednesday,Email
